fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,price
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,54.88965
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5,51.6889
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5,51.68881
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5,48.98707
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5,56.58884
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5,59.28074
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5,48.28497
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5,47.68896
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5,49.69178
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5,59.98155
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5,48.98482
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5,57.78428
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5,50.99202
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5,67.57858
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,56.49742
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,56.49742
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5,57.28563
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,53.18674
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,53.18674
8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5,57.78503
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,48.6865
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,51.38836
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,51.2937
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,51.2937
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,48.388
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,51.38836
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5,54.38596
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5,51.39388
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,57.68176
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,49.7865
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5,49.99004
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,49.0928
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,52.78824
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,50.88344
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,50.88344
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,50.88344
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,54.09556
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5,60.98416
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,50.08761
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,50.08761
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5,57.88554
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5,50.98962
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,53.7907
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,53.7907
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5,53.08704
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5,54.18392
6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5,54.18392
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5,53.49208
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5,55.59097
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5,52.69172
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5,49.8913
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5,51.38728
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,46.98869
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,46.98869
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5,50.58992
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5,52.28758
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5,51.1838
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5,50.98602
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,51.58839
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,51.58839
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5,50.18779
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5,49.39004
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,50.3883
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,50.3883
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5,58.99154
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5,51.98572
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5,57.38836
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5,51.1826
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5,52.98836
6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,5,51.49007
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5,48.64235
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5,52.18752
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,51.6886
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,51.6886
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5,50.5889
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,48.1982
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5,50.3898
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,48.1982
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,50.785
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5,51.9868
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,50.785
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5,49.0895
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5,58.8871
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5,57.0886
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5,58.788
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5,54.3868
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5,42.09742
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5,61.48731
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,54.188
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,51.99136
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5,61.32966
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,51.99136
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5,51.59103
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5,51.49049
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,47.29118
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,47.29118
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5,53.78809
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,51.3874
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,51.3874
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5,47.88734
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,68.03002
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5,58.68008
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,55.90726
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,55.90726
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,55.79484
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,55.79484
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5,54.88626
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,51.58818
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5,54.78638
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5,56.88488
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,61.0826
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,61.0826
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5,63.13044
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,50.68908
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,50.68908
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5,49.98524
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5,51.48926
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5,52.08914
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,57.3823
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5,51.99136
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,57.18899
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5,55.28941
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5,54.98995
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,57.18899
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5,55.1859
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,51.88656
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5,55.68893
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,46.89151
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5,64.28614
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5,52.09142
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5,53.98725
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5,63.77918
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5,50.79349
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,50.69349
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,50.19304
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5,49.89295
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,53.08908
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5,55.29361
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,51.68866
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,51.68866
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,51.68866
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,53.28638
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,53.28638
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,53.28638
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,53.28638
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,48.58887
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,50.38896
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,59.98206
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,59.98206
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,63.98086
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,52.88734
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5,55.1931
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5,56.2847
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5,55.08641
11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6,48.694
7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,6,48.8907
8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6,48.8904
6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6,52.9904
7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6,52.1892
6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6,57.5898
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6,59.7979
7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6,54.6958
7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6,57.5925
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,6,56.5904
6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6,51.5868
6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,51.4865
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,55.1865
7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,6,51.0886
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,55.3886
7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,50.6901
6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6,58.0898
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6,55.9877
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,51.7916
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,51.7916
4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,6,71.0796
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,47.7916
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6,53.7916
7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,55.0877
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,47.7916
8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6,51.4928
10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,6,49.6964
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,54.2898
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,52.5934
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,50.191
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,56.8886
7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,6,49.7877
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,56.8886
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,52.8856
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,52.7877
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,75.5748
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,75.5748
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6,55.3877
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,56.0925
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,55.2874
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,50.5904
7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,52.8892
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,56.2859
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,48.9916
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,48.9916
7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,6,60.9883
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,56.2916
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,50.691
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6,53.4922
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,49.9943
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,49.58845
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,63.28755
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,53.79055
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,50.494
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,52.5922
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,50.1892
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,52.39445
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,56.38845
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,49.5892
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,56.38845
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,52.28875
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,51.294
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,48.09055
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,48.69025
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,48.69025
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,49.69025
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,48.69025
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,48.09055
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,53.59775
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,52.08695
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,53.1949
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,51.98845
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,53.1949
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,49.7955
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,53.1916
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,53.1916
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,52.0961
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,51.9988
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,58.5895
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,51.9988
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,58.5895
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,52.0961
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,51.9988
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,47.6958
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,50.4991
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,55.9901
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,52.7982
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,54.9892
13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,46.4042
7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,57.5895
11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,49.8919
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,47.6994
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,48.5982
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,48.5982
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,50.7904
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,47.6994
7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,50.088
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,50.29445
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,59.3886
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,54.29595
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,54.29595
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,48.997
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,56.0045
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,56.0045
13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,46.7006
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,64.194
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,64.194
8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,51.1919
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,64.4844
12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,57.1024
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,45.2
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,57.5916
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,48.8946
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,48.8946
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,53.2018
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,58.1958
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,52.1937
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,49.4982
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,50.5012
9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,49.4982
6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,63.7736
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,68.6865
12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,48.003
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,52.4946
10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,61.3937
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,46.1901
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,54.6901
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,52.8042
11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,55.5009
11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,70.2964
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,57.1937
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,49.6922
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,48.2042
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,49.6922
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,49.6922
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,52.4937
7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,49.1943
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,50.5916
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,49.0943
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,48.2042
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,55.0964
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,55.0964
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,56.9847
